measuredTime,roadStationId,id,sensorValue,timestamp,latitude,longitude,temperature,visibility,uvIndex,drivingDifficultyIndex,precip6Hour,relativeHumidity,snow6Hour,snowMtd,windSpeed,startTime,endTime
2022-02-23T23:02:49Z,23109.0,5071.0,5.0,2022-02-23 23:00:00,60.254734,25.06756,-0.2,12.0,0.0,0.0,0.0,90.4,0.0,50.6,25.2,,
2022-02-23T23:02:49Z,23109.0,5054.0,160.0,2022-02-23 23:00:00,60.254734,25.06756,-0.2,12.0,0.0,0.0,0.0,90.4,0.0,50.6,25.2,,
2022-02-23T11:38:58Z,23116.0,5056.0,67.0,2022-02-23 11:00:00,60.213364,24.816295,-6.4,16.09,1.0,0.0,0.0,79.4,0.0,50.6,8.3,,
2022-02-23T11:38:58Z,23116.0,5071.0,58.0,2022-02-23 11:00:00,60.213364,24.816295,-6.4,16.09,1.0,0.0,0.0,79.4,0.0,50.6,8.3,,
2022-02-23T11:38:58Z,23116.0,5054.0,1714.0,2022-02-23 11:00:00,60.213364,24.816295,-6.4,16.09,1.0,0.0,0.0,79.4,0.0,50.6,8.3,,
2022-02-23T11:38:58Z,23116.0,5055.0,1618.0,2022-02-23 11:00:00,60.213364,24.816295,-6.4,16.09,1.0,0.0,0.0,79.4,0.0,50.6,8.3,,
2022-02-23T11:38:58Z,23116.0,5057.0,68.0,2022-02-23 11:00:00,60.213364,24.816295,-6.4,16.09,1.0,0.0,0.0,79.4,0.0,50.6,8.3,,
2022-02-23T11:38:58Z,23116.0,5067.0,61.0,2022-02-23 11:00:00,60.213364,24.816295,-6.4,16.09,1.0,0.0,0.0,79.4,0.0,50.6,8.3,,
2022-02-23T12:00:18Z,23116.0,5067.0,67.0,2022-02-23 12:00:00,60.213364,24.816295,-5.7,16.09,0.0,0.0,0.0,80.2,0.0,50.6,6.5,,
2022-02-23T12:00:18Z,23116.0,5054.0,1877.0,2022-02-23 12:00:00,60.213364,24.816295,-5.7,16.09,0.0,0.0,0.0,80.2,0.0,50.6,6.5,,
2022-02-23T12:00:18Z,23116.0,5071.0,60.0,2022-02-23 12:00:00,60.213364,24.816295,-5.7,16.09,0.0,0.0,0.0,80.2,0.0,50.6,6.5,,
2022-02-23T12:00:18Z,23116.0,5057.0,68.0,2022-02-23 12:00:00,60.213364,24.816295,-5.7,16.09,0.0,0.0,0.0,80.2,0.0,50.6,6.5,,
2022-02-23T12:00:18Z,23116.0,5055.0,1688.0,2022-02-23 12:00:00,60.213364,24.816295,-5.7,16.09,0.0,0.0,0.0,80.2,0.0,50.6,6.5,,
2022-02-23T12:00:18Z,23116.0,5056.0,67.0,2022-02-23 12:00:00,60.213364,24.816295,-5.7,16.09,0.0,0.0,0.0,80.2,0.0,50.6,6.5,,
2022-02-23T13:00:17Z,23116.0,5056.0,67.0,2022-02-23 13:00:00,60.213364,24.816295,-5.4,16.09,0.0,0.0,0.0,82.2,0.0,50.6,1.1,,
2022-02-23T13:00:17Z,23116.0,5054.0,2251.0,2022-02-23 13:00:00,60.213364,24.816295,-5.4,16.09,0.0,0.0,0.0,82.2,0.0,50.6,1.1,,
2022-02-23T13:00:17Z,23116.0,5055.0,1929.0,2022-02-23 13:00:00,60.213364,24.816295,-5.4,16.09,0.0,0.0,0.0,82.2,0.0,50.6,1.1,,
2022-02-23T13:00:17Z,23116.0,5067.0,80.0,2022-02-23 13:00:00,60.213364,24.816295,-5.4,16.09,0.0,0.0,0.0,82.2,0.0,50.6,1.1,,
2022-02-23T13:00:17Z,23116.0,5057.0,68.0,2022-02-23 13:00:00,60.213364,24.816295,-5.4,16.09,0.0,0.0,0.0,82.2,0.0,50.6,1.1,,
2022-02-23T13:00:17Z,23116.0,5071.0,69.0,2022-02-23 13:00:00,60.213364,24.816295,-5.4,16.09,0.0,0.0,0.0,82.2,0.0,50.6,1.1,,
2022-02-23T14:00:18Z,23116.0,5055.0,2525.0,2022-02-23 14:00:00,60.213364,24.816295,-5.0,16.09,0.0,0.0,0.0,83.9,0.0,50.6,3.2,,
2022-02-23T14:00:18Z,23116.0,5056.0,63.0,2022-02-23 14:00:00,60.213364,24.816295,-5.0,16.09,0.0,0.0,0.0,83.9,0.0,50.6,3.2,,
2022-02-23T14:00:18Z,23116.0,5067.0,108.0,2022-02-23 14:00:00,60.213364,24.816295,-5.0,16.09,0.0,0.0,0.0,83.9,0.0,50.6,3.2,,
2022-02-23T14:00:18Z,23116.0,5057.0,66.0,2022-02-23 14:00:00,60.213364,24.816295,-5.0,16.09,0.0,0.0,0.0,83.9,0.0,50.6,3.2,,
2022-02-23T14:00:18Z,23116.0,5054.0,3037.0,2022-02-23 14:00:00,60.213364,24.816295,-5.0,16.09,0.0,0.0,0.0,83.9,0.0,50.6,3.2,,
2022-02-23T14:00:18Z,23116.0,5071.0,90.0,2022-02-23 14:00:00,60.213364,24.816295,-5.0,16.09,0.0,0.0,0.0,83.9,0.0,50.6,3.2,,
2022-02-23T15:00:18Z,23116.0,5056.0,65.0,2022-02-23 15:00:00,60.213364,24.816295,-4.7,16.09,0.0,0.0,0.0,86.9,0.0,50.6,4.3,,
2022-02-23T15:00:18Z,23116.0,5071.0,90.0,2022-02-23 15:00:00,60.213364,24.816295,-4.7,16.09,0.0,0.0,0.0,86.9,0.0,50.6,4.3,,
2022-02-23T15:00:18Z,23116.0,5067.0,92.0,2022-02-23 15:00:00,60.213364,24.816295,-4.7,16.09,0.0,0.0,0.0,86.9,0.0,50.6,4.3,,
2022-02-23T15:00:18Z,23116.0,5054.0,2582.0,2022-02-23 15:00:00,60.213364,24.816295,-4.7,16.09,0.0,0.0,0.0,86.9,0.0,50.6,4.3,,
2022-02-23T15:00:18Z,23116.0,5055.0,2531.0,2022-02-23 15:00:00,60.213364,24.816295,-4.7,16.09,0.0,0.0,0.0,86.9,0.0,50.6,4.3,,
2022-02-23T15:00:18Z,23116.0,5057.0,66.0,2022-02-23 15:00:00,60.213364,24.816295,-4.7,16.09,0.0,0.0,0.0,86.9,0.0,50.6,4.3,,
2022-02-23T16:00:18Z,23116.0,5054.0,2163.0,2022-02-23 16:00:00,60.213364,24.816295,-4.8,16.09,0.0,0.0,0.0,88.6,0.0,50.6,4.3,,
2022-02-23T16:00:18Z,23116.0,5067.0,77.0,2022-02-23 16:00:00,60.213364,24.816295,-4.8,16.09,0.0,0.0,0.0,88.6,0.0,50.6,4.3,,
2022-02-23T16:00:18Z,23116.0,5071.0,77.0,2022-02-23 16:00:00,60.213364,24.816295,-4.8,16.09,0.0,0.0,0.0,88.6,0.0,50.6,4.3,,
2022-02-23T16:00:18Z,23116.0,5055.0,2145.0,2022-02-23 16:00:00,60.213364,24.816295,-4.8,16.09,0.0,0.0,0.0,88.6,0.0,50.6,4.3,,
2022-02-23T16:00:18Z,23116.0,5057.0,66.0,2022-02-23 16:00:00,60.213364,24.816295,-4.8,16.09,0.0,0.0,0.0,88.6,0.0,50.6,4.3,,
2022-02-23T16:00:18Z,23116.0,5056.0,64.0,2022-02-23 16:00:00,60.213364,24.816295,-4.8,16.09,0.0,0.0,0.0,88.6,0.0,50.6,4.3,,
